"acc_id","char_id","acc_day_cnt","char_day_cnt","char_cnt","playtime","total_exp","npc_kill","rich_monster","death","fishing","private_shop","game_money_down","game_money_up","enchant_count"
28036,260580,28,28,3,30.31850612,26.8423415365433,29.281157341,14,27.5389513,2.73450952,0,-1.3795553005,1.362271523,0
28037,266613,28,7,7,66.685267091,0.286472531452875,101.9727518268,11,5.4094367,9.44450419,0,-2.870092308,2.86930990329,0
28048,221890,22,22,1,6.574900536,34.997622037215,7.516126833,4,0.7376505,1.72096678,0,-0.05529840959,0.037302021,0
28052,19864,26,26,1,78.5734551,2.13691893424505,22.6622628,0,1.7211845,0,0,-0.00090790749,0.000942708999,0
28054,8895,28,28,3,31.7486495,0,0,0,0,0,29.2055263,-30.628086,30.628086,0
28068,325745,28,28,6,26.3206668,0.246094784821226,44.06130673,19,0,6.32207089,0,-0.279899973,0.28682661996,0
28071,61859,3,1,5,24.2702536,22.9915586310807,11.77450923,9,5.9012029,3.67982197,0,-0.0268901476,0.0360779184,0
28075,19149,15,1,4,86.302301,0,0,0,0,0,84.737531,-2.62198877068,2.2714735,0
28082,373154,25,25,2,3.81526812,1.21133215790869,13.691980581,3,0.2458835,1.10814416,0,-0.116381425272,0.0142586724,0
28084,263390,12,3,5,14.554193834,0.0582935342605943,16.514794782,8,2.7047183,10.35759578,0,-0.1712603483,0.2368075923,0
28088,290404,28,28,3,78.6062253,0.821624557387217,37.351844722,13,4.4259028,55.9982272,0,-0.8841260012,1.00708334,0
28089,361211,28,28,1,91.255135,0,0,0,0,0,89.758978,-0.045241969,1.3408071,0
28093,381840,27,27,2,11.64007826,0.22129348724124,17.44041289,10,0.4917669,2.303594874,0,-0.5505843843,0.6011660234,0
28095,335752,20,20,3,12.03798901,23.5259123395979,2.45243127,1,0.491767,5.71393011,0,-0.01048161874,0.0133211951,0
28101,361593,27,3,6,12.9719106,19.370483613518,6.64930982,4,1.9670678,12.855503907,0,-0.5086088538,0.5272082496,0
28108,94059,25,15,5,11.848397066,0.136784689126364,25.80882414,9,0.983534,34.8978476,0,-0.574453468,0.394913175,0
28117,86219,27,14,2,15.6964341,22.4504769248143,7.3677701752,10,8.1141543,3.42250595,0.6404813,-0.0720208898,0.0929402316,0
28118,319703,1,1,3,0.9596687,0.00512914813899577,0.006758802,0,0,0.4053624,0,-0.01790161,0,0
28119,279241,21,9,6,15.527907141,41.3493253580563,11.72381728,3,0.491767,9.31670578,0,-0.0895671045,0.0915831754,0
28136,112256,28,28,1,89.77116,0,0,0,0,0,84.898377,-0.998855022,2.84649743,0
28145,249057,15,1,18,65.430674563,0.196678837106449,43.018760526,6,6.1470873,31.88304078,0,-9.8260679347,9.706509881,0
28146,96706,15,3,3,47.625312776,57.9364827677539,50.2662249,2,0.7376504,35.08482724,13.37930127,-0.0477797224,0.201236086,0
28154,51064,28,20,3,36.10694684,1.56612656766712,32.620006523,6,0.491767,23.914045877,0,-0.1101801387,0.1241313086,0
28161,152543,28,8,4,30.0095405,0.724890641645969,28.07234739,12,29.9977779,8.98452705,0,-1.026932502,1.4942421123,0
28166,265315,24,7,4,69.772597,0,0,0,0,0,66.159517,-0.490312371,2.810370052,0
28168,148333,21,2,5,81.501616896,0.257398406127412,24.441857783,9,0.2458835,55.1587102874,0,-15.18314628,15.2262042352,0
28170,310019,24,9,6,14.95912829,0.180169173454433,15.13566162,7,0.2458835,4.71528875,0,-0.1534617715,0.0458720583,0
28171,110259,28,25,6,26.76071192,0.102231948911494,37.5157458502,12,0.7376505,10.147091,0,-0.5466726684,0.515586958,0
28174,344893,21,1,13,10.385486716,16.8069712980838,14.73385094,8,0.491767,2.7943526,0,-0.4040692325,0.0928170327,0
28176,4440,26,5,6,36.9168134,39.1275220410671,34.22116658,17,2.2129514,15.38695985,0,-1.0195505986,1.0247512131,0
28178,370376,27,16,4,19.56085556,0.312868996322437,4.88289655,0,0.983534,9.96908422,0,-0.0470015801,0.0600791723,0
28181,88242,28,28,1,91.533674,0,0,0,0,0,91.141647,-1.20454457139,1.4611664,0
28182,181467,23,2,4,21.44508258,0.523339458461488,29.434584,9,0.2458835,10.60952677,0,-0.16780061816,0.131602932,0
28189,290812,28,28,2,91.044472,0,0,0,0,0,90.313673,-3.010944681,2.26988457,0
28196,359033,28,28,6,63.1181071,0.352871586102318,32.7092222,8,2.7047182,23.554129732,0,-0.320252188,0.306500638,0
28198,63468,16,1,3,12.2439674,3.19644350776053,17.03049198,0,1.475301,6.17671597,0,-0.1426076277,0.01798246626,0
28206,104899,16,1,5,74.276013601,0.704259909309671,36.2819254112,12,2.9506017,40.863354933,0.02208018,-0.807607459,0.735088211,0
28211,155896,23,11,7,12.81040562,0.511596075272647,25.4546617762,6,1.2294174,3.34573255,0,-4.98523263262,5.480177561,0
28213,271618,28,28,1,82.210843,0.538796591264717,74.4083298,0,0.7376505,0,0,-0.274495025,0.337612578,0
28215,176146,28,28,1,88.352722,0,0,0,0,0,85.719947,-2.618704374,2.058981538,0
28218,22450,28,28,1,91.367487,0,0,0,0,0,84.326281,-3.742251608,2.894365488,0
28220,166144,13,1,12,23.039071561,21.752840002086,2.7504944802,10,4.9176696,6.91273413,0,-0.06965469945,0.1246844151101,0
28223,76578,28,28,1,86.838311,1.94500404223994,19.5444282,0,2.950602,0,0,-0.001577715804,0.001534249504,0
28232,221869,27,2,7,34.24144674,11.0917313248815,32.35708933,12,0,18.091040869,0,-0.449738068,0.4861231099,0
28233,214643,27,27,3,28.47875188,0.203423801890879,1.1429134441,1,0.2458835,10.84827349,0,-0.189447492,0.1961064165,0
28242,281833,16,2,6,21.8827871325507,0.145109460881585,2.0485929612,2,0.491767,1.63225591129583,0,-0.03436253,0.28460239337,0
28245,56918,28,28,1,85.3122045,0,0,0,0,0,84.7737752,-10.21387440809,7.968523,0
28247,143718,7,1,5,30.86153913,0.384634686843226,30.68867914,12,0.2458835,19.6655617,0,-0.6042298507,0.6211713508,0
28251,36621,7,1,5,8.0565354,0.426253872153156,30.99721882,11,0.491767,0.08067458,0,-0.2383395794,0.1392663017,0
28253,358570,13,1,12,55.82463198,49.0160818473633,32.609868112,9,1.475301,17.0307658,0.08613611,-0.6207220688,0.703681393,0
28255,225902,28,28,1,90.747214,0,0,0,0,0,83.919046,-0.9840537,1.03634636,0
28257,355048,25,15,6,17.5291673,0.516978275957092,20.342981,12,0.7376505,5.16832298,3.11989833,-1.4566502447,1.651558165,0
28265,80028,10,2,2,3.6537628,9.06548499767025,21.48758389,0,0.7376505,51.5304682,0,-0.0784882923,0.1280811255,0
28268,199643,1,1,2,86.732984,0.512946192403146,54.9615623,0,2.4588347,1.0652322,0,-0.22462686697,0.07532080653,0
28276,66655,8,6,6,6.855779245,24.4624758629592,2.121925921,18,1.9670679,2.20825203,0,-0.03317794431,0.03535813502,0
28279,15083,28,28,5,27.811665651,0,0,0,0,0,27.36752425,-0.18422556798,1.4649300573,0
28282,172095,28,28,1,89.38495,14.0022273541924,0,0,1.7211843,0,0,-0.00071355887,0.000771684458,0
28285,291764,28,28,1,87.762874,0.760859207482009,90.895412,0,2.9506017,0,0,-0.0363117554,0.0363784026,0
28289,42442,9,2,4,28.22596095,0.118004099903822,5.273893313,5,0.9835339,13.822270617,0,-0.0690652692,0.064835726,0
28290,201689,23,20,7,18.75333,0.209229198084852,12.93533383,20,0,2.11138805,0,-13.1541421361,13.1459234413,0
28291,37463,28,28,1,90.655922,0.644751827762316,66.681666,0,0.2458835,0,0,-0.060281786,0.0628545115,0
28292,156368,28,28,1,91.643685,0,0,0,0,0,87.164636,-1.96600826,2.055235583,0
28294,79738,20,20,2,2.738566572,0.284469560344382,9.14567341,0,0.983534,0,0,-0.18253913419,0.1661147063,0
28298,346099,25,25,2,8.36316132,0.47415990242049,8.56373995,4,0.2458835,1.70516727,0,-0.0473312121,0.0432010906,0
28302,388937,28,28,3,78.114683775,0.183852581481369,62.63618522,11,6.6388535,25.20987134,0,-0.95940027361,0.90452602,0
28303,181196,2,1,5,0.720921773,0.0217328256535429,0.86107143,0,0,0,0,-0.0031023063,0.005709721,0
28305,52270,8,2,2,34.6604237,46.4335972231726,0,0,3.6882524,0,0,-0.0235609639,0.0243351216,0
28317,131126,28,28,1,60.24144435,0.201943190885292,36.959831944,9,22.129512,36.80426615,0,-2.3674147612,2.5132288,0
28318,265595,28,28,1,66.027543346,0.318871654874167,31.6349125673,8,23.1130461,28.02805867,0,-1.6714697462,1.573765176,0
28322,355573,28,28,1,91.67411,0,0,0,0,0,82.879483,-1.86698115,1.725280408,0
28327,31221,26,4,7,44.7018322,0.194460179526703,26.50531849,11,0.983534,22.08778783,1.2676205,-1.1150540197,0.178041929,20.98287
28330,65810,27,3,3,83.280510385,0.256348132374586,51.56492665,22,11.5565229,11.27661369,0,-0.653265835,1.2020814626,0
28345,64569,27,1,3,62.3995311,0.0872054318219524,8.0629130112,9,1.2294174,25.9634453,0.3819559,-3.011803583319,2.908070108,0
28346,80154,28,28,1,37.48325106,43.0730798710549,17.78883002,12,5.4094364,14.9766037333,0,-0.0463064638,0.0465341377,0
28348,387693,28,28,1,37.6915719,43.8544661050187,19.89723857,8,2.4588347,0,0,-0.02532660822,0.0226925156,0
28352,260082,26,4,8,52.781776515,0.0732529941742236,74.4242137969,7,2.4588347,3.84066405,0,-1.199892144,1.2102212452,0
28353,229585,28,28,2,4.9270792,4.95173373620806,13.0302945,25,0.491767,0,0,-0.0545440824,0.05941598257,0
28354,2042,28,28,1,91.514947,0,0,0,0,0,84.679874,-2.619267458,2.19895973,0
28356,198530,22,22,2,1.285019788,0.219676573689867,3.1685265011,4,0.7376504,0.41542728,0,-0.05381524201,0.06293198029,0
28358,20366,25,4,3,57.0183631,0.174770776380749,21.9383958,8,1.2294174,30.48005335,0,-0.4544073313,0.52917773,0
28360,241538,23,20,6,25.9133943,8.49237814319426,1.1486584422,2,0,9.14096198,0,-0.04848737244,0.0384509842,0
28365,268130,28,20,6,26.26449299,0.131114511977982,37.899643431,10,1.7211844,3.98789103,0,-0.28763914431,0.1336747112,0
28367,390173,26,3,7,25.53889099,1.28811762976105,15.1038958823,9,0.2458835,17.32315067,0,-0.5282450682,0.43179250655,0
28370,55190,28,9,4,33.3028441,5.2344626880258,0,0,5.9012034,0,0,-0.082557881,0.093809763,0
28374,281438,21,7,2,80.640262,0.709846745267407,70.170221,0,1.2294175,0,0,-0.01327105103,0.01331855223,0
28375,246805,3,3,4,30.6344947,0,0,0,0,0,29.1892176,-1.19435265,1.19435267,0
28378,385288,28,28,2,89.181311,5.51855925161416,37.0906155,0,0.2458835,0,0,-0.48210025,0.51030885,0
28382,117894,28,25,4,15.9094334,40.3173976560897,12.028301262,1,23.3589278,0.741324527,0,-0.0396828677,0.04700868749,0
28385,114942,12,1,5,27.0088191,3.21043927161808,24.5121477,12,2.9506017,3.03696108,0,-0.146100205,0.151522331,0
28392,139599,27,14,2,12.44994546,0.139475378500172,2.597407672,2,0.491767,4.075158645,0,-0.0895895617,0.0922286092,0
28393,194578,28,28,3,41.8415535,0,0,0,1.7211844,0,0,-0.1106788302,0.108896701469,0
28397,171786,28,28,1,89.300684,1.21044974887156,60.3716471,0,2.7047183,0,0,-0.0807047901,0.077404374,0
28405,359309,28,28,2,83.713537,1.28580350827296,61.2786825,0,3.4423689,0,0,-0.00135572488,0.001264814871,0
28412,150871,27,21,8,13.072560143,10.936142199162,14.81495555,7,0.983534,4.12466404,0,-0.0682900501,0.0720338717,0
28413,208129,22,22,1,3.901872,0,0,0,0,0,0,0,0,0
28416,328464,28,28,2,35.3485754,0.235036193916025,41.5703497901,10,0.2458835,8.83094157,0,-0.4257681001,0.3991311999,0
28423,250066,23,9,15,66.689952,0.81287492549442,53.0346295,11,0,9.1042903,0,-2.485416495,0.659050987,0
28424,70551,28,28,1,39.20129263,34.5578853729247,14.30061111,0,6.3929706,0,0,-0.05757445695,0.06534340399,0
28426,391160,28,28,3,39.3768444,0.13447468116595,37.3433959144,10,32.4566157,12.624596842,0.0317939,-17.024891436,17.81704008,0
28428,277655,4,1,7,85.859922,0.0699107869297188,22.6247532,2,0.7376504,71.6317742,0,-1.5341066248,2.11465214,0
28431,326807,28,28,7,49.98001033,0.206173688035574,54.55265826,16,12.540056,7.01915662,0,-0.285176369,0.284759771,0
28438,213619,28,28,4,33.01728278,0.233360474429182,18.679978,7,1.9670678,8.50317077,0,-3.09134282236,3.0290296278,0
28439,327380,19,3,11,9.99927859,9.13068084039798,26.611431621,7,0.491767,3.815735865,0,-0.49001548582,0.1020303601,0
28440,127147,24,3,2,37.9045703,0.114294573725993,30.01753035,4,28.5224818,24.13761754,0,-0.7492533037,1.13245755,0
28441,194589,15,15,2,46.95589,0,0,0,0,0,43.9030852,-0.287768827,0.15114873,0
28448,143088,28,11,8,17.26935438,0.564724829645579,14.21714,5,0,6.7456125,0,-0.08877831368,0.03527842238,0
28450,275503,14,1,10,10.420596254,31.6220657514425,29.5224470132,11,2.4588347,2.7274873,0.007724162,-1.215499358079,1.18304844605,0
28454,55580,9,2,4,4.07039911,9.53229267639447,6.91493114,0,1.9670678,25.7453773,0,-0.0408308634,0.0433618066,0
28458,44682,3,1,5,80.574718,0.235148322439648,71.2080366,12,2.950602,0.796681,0,-3.745359354,1.89748224,0
28462,325232,25,25,2,38.2743954755354,0.237535366377721,25.3667981,0,1.229417,0.5266084,0,-0.01799437092,0.05457507603,0
28480,236155,28,28,1,78.9854099,4.93283928160431,38.1503955,0,8.1141547,0,0,-0.001004044895,0.0012064049852,0
28481,377026,21,21,1,26.477492,28.1978490912674,7.37081192,0,16.228308,0,0,-0.0214782419,0.01849323887,0
28483,310659,3,1,6,0.06085703,0,0,0,0,0,0,-0.07670537,0.019462742,0
28485,342389,28,28,3,53.7133592,0.179466332370559,52.2938653901,14,5.4094363,14.4176165,0,-1.8718294155,1.763803545,0
28487,300750,27,27,2,78.2340649,0.228945749103285,70.129667,6,19.6706757,2.18402629,0,-0.2958441871,0.29538656014,0
28489,216061,28,28,1,91.290244,0,0,0,0,0,84.191809,-5.109531825,3.450592252,0
28498,291142,27,10,8,53.490995,2.31159688838394,151.156222,13,3.6882523,5.352260107,0,-0.783119867,0.756493537,0
28505,216810,26,2,5,31.76503349,5.6847898400691,29.641741563,11,0.2458835,18.08206901,0.60821926,-0.3763957348,0.73901852471,0
28508,42533,25,4,8,27.811666,0.340682255474333,17.41810937,11,1.7211843,5.64047188,0,-1.4003446289,1.4017125376,0
28516,15930,28,28,1,91.610915,0,0,0,0,0,88.190233,-10.773415932,9.540034481,0
28521,79396,26,19,4,81.398625575,0.330512865824455,205.861287358,14,6.3929702,5.91120778,0.337522472,-0.038164471004,0.0376024481633,0
28523,364655,24,24,6,19.31976759,13.0844717792478,45.85204997,6,1.475301,0.23582102,0,-1.01658128,0.899540825,0
28528,255096,25,25,2,4.590024855,0.946490151948246,0,0,0,2.951371093,0,-0.00851656888,0.00782963,0
28534,17656,28,28,1,90.669968,0,0,0,0,0,83.416348,-0.223523379,0.673668169,0
28539,233513,5,1,7,11.8390337,56.3165247797821,21.81572383,12,0.983534,1.69896463,1.18456657,-0.7407247371,1.2079882135,0
28540,253076,7,3,4,46.9582252397155,0.533743867734328,33.1742276604245,21,2.7047183,23.5515956986543,0,-0.85429737,0.766314569721798,0
28543,301979,2,1,7,29.13647733,0.470822015020224,34.392502804,13,39.3413535,7.403570566,0,-0.0986844494,0.1077688921,0
28544,325503,13,1,6,29.17626976,0.0737471984831893,22.2773482421,6,0,17.45949442,0.1564338,-0.5415340989,0.002573323,0
28549,180362,23,23,1,65.3159832,1.4720502565241,14.69397383,0,3.6882524,0,0,-0.000888447053,0.0009214588,0
28550,219485,28,28,2,48.2970806,0.350962469970712,39.51804025,6,1.2294174,21.9335006,0,-0.5259513037,0.50273468,0
28553,118021,23,22,3,12.550593,0.285011944435681,14.51756895,10,0,3.4503988,0,-0.1312724369,0.0424847199,0
28557,188873,28,27,6,45.3923269,0.268840396663698,17.92941357,10,0.491767,17.561388974,0,-0.33535698,0.1833432689,0
28563,155649,21,1,5,19.77853731,1.00836483027235,42.91602686,5,0,3.8242795,0,-0.27604925347,1.39767810539,0
28565,383267,23,23,2,26.917535136,51.8887745085433,1.4142793,1,20.162444,0,0,-0.01606304126,0.01609872453,0
28567,20187,26,20,3,41.8275089,0,0,0,3.6882522,0,0,-0.146578874242,0.12423824699,0
28574,316953,27,27,3,70.706517,0.357352010975054,30.992149,0,3.6882521,0,0,-0.0092158103,0.1586748914,0
28576,222156,28,28,1,90.9976618799805,0,0,0,0,0,83.4000397226959,-22.630621241147,9.35327928,0
28580,292893,28,28,1,89.352182,0,0,0,0,0,83.904529,-0.892526839,0.850226199,0
28581,37906,10,2,2,5.371803871,0.235578190857327,25.722311503,2,1.2294175,0.19821449,0,-0.251487931,0.8496051267,0
28582,234450,6,1,6,19.73640404,62.381475807086,12.381111537,2,10.0812216,1.02770369,0,-0.03084567311,0.0378389065,0
28584,204813,26,11,2,71.5866033,0.531539919674106,93.8993619,2,0.4917669,0.2613342,0,-1.01873493,1.31740487,0
28589,188611,28,28,2,77.64655731,0.106228480223722,19.2389303132,4,12.7859402,44.417169928,0,-3.06636872,3.27925922,0
28592,112737,24,24,1,71.2448636,6.73753990035103,28.16190014,0,22.3753947,0,0,-0.0106628141,0.00875668436,0
28596,111168,27,3,5,36.79275912,0.433343663865688,34.5134849431,9,0.491767,15.09980147,0,-0.196364813,0.190598189,0
28599,90779,20,3,2,74.9969403,0.115771724386249,1.2226673902,2,0,49.271612431,10.5429358,-0.2643664399,0.13932091,0
28604,52937,28,28,1,91.678791,0,0,0,0,0,82.889391,-2.638956301,2.28055029,0
28607,63302,13,4,8,78.80752626,0.362195039522436,11.811344065,7,0.491767,57.2731805,0,-0.3182386861,0.309399825,0
28609,249625,28,28,5,45.82534839,0.0638250244089871,28.1392591423,7,1.7211843,22.0079705,0,-0.3961982634,0.044923753,0
28611,213369,21,3,2,12.87594509,0.244390068351532,25.194109212,10,36.3907491,1.96552629,0,-0.19054085724,0.245936563,0
28612,62923,25,23,3,26.05851603,0,0,0,0,23.0900167,0,0,0,0
28628,37084,24,9,3,3.09668667,10.0589689168693,0.4511500521,0,0,0.29609284,0,-0.00963072899,0.001833229834,0
28637,205285,17,1,8,38.91339212,28.9157670344206,11.840745491,16,20.1624439,1.94461668,1.2751108876,-0.07078635613,0.07846848856,0
28638,54921,4,1,4,24.35919864,1.50390158097417,34.43339298,15,1.475301,5.71950863,0.51556835,-0.3089122767,0.3113234885,0
28640,388441,24,21,3,7.1460203,22.1524159040509,1.6410372,2,4.4259025,1.214332,0,-0.010050278719,0.010437099019,0
28641,259374,28,28,1,91.814551,0,0,0,0,0,75.184381,-4.206961229,1.8386416792,0
28642,63664,23,18,6,5.25945248,0.402096581558331,24.200904342,4,0.491767,1.83335721,0,-0.268873674856,0.008654696,0
28651,145813,28,28,1,89.953728,0.324143314028439,46.232574,0,1.4753008,0,0,-0.222296447,0.212374117,0
28653,139370,23,2,4,6.633417,1.66352631984229,27.01493218,1,0.9835339,1.51424784,0,-0.0646160282,0.077920175,0
28657,141716,26,2,2,77.517826,3.77388437843492,5.510113384,0,0,44.2535233,0,-0.57340099649,0.1391753865,0
28659,374184,25,25,6,7.93013963,0.157050081378472,9.27375232,1,0,2.0174498,0,-5.73659630553,2.3734423823,0
28665,280540,22,22,6,8.44976462169158,0.163774934526749,12.1310359241031,4,1.4753009,2.88255602,0,-0.70608497729,0.702058693470767,0
28666,171715,28,28,1,88.362086,0,0,0,0,0,85.726695,-0.88930349,0.7641278,0
28668,392090,28,28,7,23.418255455,0.244069415476117,25.2603463401,0,0,3.6026194,0,-0.1441666513,0.07316726415,0
28669,141692,27,27,1,6.9447241,0.221679043142472,28.47719775,6,0.9835339,1.587042428,0,-0.1655197685,0.200885833,0
28675,162495,23,3,2,27.66654586,0.192747562596994,13.163782131,15,4.4259029,6.60060876,0,-0.0715185536,0.1090741888,0
28676,195666,15,1,6,11.97713244,0.170310161694655,17.19709589,7,0.7376505,2.1997868,0,-0.8628015825,0.2949891179,0
28677,116818,3,1,2,38.91573226,31.7370773965389,14.9751397,0,8.3600381,0,0,-0.0978479028,0.097978556481,0
28678,187850,27,1,6,10.49081695,0.198417483416829,6.01938909,3,0,5.17827088,0,-0.0674758938,0.05814306786,0
28682,85692,28,9,3,20.1834698,0.282340009123829,21.42303669,2,0,9.58826006,0,-0.079274349,0.08625476,0
28688,272654,28,28,1,91.381532,0,0,0,0,0,84.492624,-3.758228095,3.451800243,0
28689,117266,25,14,5,12.3095055,1.51096427340584,15.99605791,1,0.491767,4.43195278,0,-0.4571711583,0.10458640938,0
28693,360009,27,27,6,15.32661092,0.232701387375849,21.72143944,10,0,4.21454473,0,-0.0797379924,0.33553182823,0
28698,255511,28,28,2,85.9324819,2.45782463308694,24.1204757,0,3.1964851,0,0,-0.000862168384,0.00087242405,0
28699,103426,23,3,11,43.018904621,6.66402363798183e-05,0,0,0,0,40.757714,-6.697820525,6.77143221,0
28705,367745,28,28,1,88.348042,0,0,0,0,0,85.717838,-0.501647441,0.874837,0
28708,331948,28,28,2,46.0500505,3.12612701493022e-05,0,0,1.2294175,0,0,-0.05134529831,0.0496558169,0
28714,107546,12,1,7,30.5502325,0.153148570027092,32.93091152,12,0,14.885279073,0,-0.5882357047,0.6060734248,0
28715,395904,25,25,5,15.97965259,1.02339783104463,18.26836574,11,0.2458835,4.20135926,0,-0.32812949706,0.182709011879,0
28716,315249,26,24,3,26.1076683,27.1659840507878,0.55658732,1,12.7859399,0,0,-0.00465880058,0.00522857907,0
28717,389278,27,27,2,81.85974155,0.981501153061927,73.67567415,1,0,0,0.01010383,-0.536301694,0.481783272,0
28722,225108,2,2,5,70.7814162,0.675647097160633,9.822230075,2,0,51.0232033,0,-2.1017782392,0.998584344,0
28725,327914,26,25,5,13.477492505,0.243145545371416,13.822088781,1,0,6.7384732,0,-0.1813344737,0.0871213919,0
28726,278137,28,28,3,31.8071638,0,0,0,0,0,29.1791541,-43.139753,43.139753,0
28728,311391,5,1,2,11.2515296,0.977963404387517,27.45526909,7,0.7376504,10.00478075,0,-0.0911482391,0.226317047,0
28730,139177,27,8,5,52.9947768,0,0,0,0,0,51.8239786,-6.03896253,5.829601639,0
28732,17163,23,1,5,4.31850891,16.5327140775398,1.233481383,16,1.7211844,1.36893232,0,-0.005778301129,0.0089508918,0
28736,309094,25,25,3,16.7567497398602,0.0184633419491098,14.3377851230708,4,0.7376505,2.55349876127535,0.004837354,-0.09272193409,0.107250531754952,0
28760,107408,27,27,1,69.042309,1.90739014903789,55.3444518,0,0,0,0,-0.0307725756,0.02873095967,0
28765,34067,28,7,2,35.6739265,0.540409917747315,45.54689087,15,0.4917669,12.97386071,0,-1.788660562,1.803169355,0
28775,390432,23,23,2,7.169427071,0.144929191067683,13.01643885,7,0,2.9843354,0,-0.05203829043,0.15424948423,0
28808,298226,22,22,5,11.7734955,0.532056685703791,29.1375343,4,0.7376504,0,0,-0.94062892442,0.728377592,0
28809,374579,24,24,2,16.5062992,0.214580249641692,7.36912205,8,12.048289,3.82084653,0,-0.1417755987,0.1752349887,0
28811,228521,12,1,6,34.41699484,0.199478050414203,14.2962181471,5,31.2272037,10.130824446,0,-1.1104142035,1.198265741,0
28812,280231,28,28,1,85.831828,0.926747687766294,30.0060389,0,4.4259026,0,0,-0.000690035866,0.0006535297546,0
28815,4231,10,6,3,36.678067721,27.0747479010125,15.14106729,20,37.8660529,0,0,-0.006590781168,0.00690214812,0
28820,59778,8,1,2,91.6530453978016,0,0,0,0,0,82.8670730197513,-3.59932710036287,4.49815076,0
28824,63296,28,28,1,90.206522,0,0,0,0,0,79.503864,-4.551872381,5.7726204,0
28834,312870,22,21,3,25.1269324,11.532115735914,6.56550031,0,0,0,0,-0.0159654284,0.03108820302,0
28841,61659,13,3,2,24.3943091,0.166514368455513,9.254151761,0,0.2458835,15.7496057,0,-0.3452788761,0.84442786,0
28844,334723,27,27,1,78.9362584,0.611616530477352,27.8253126,0,0.491767,0,0,-0.28114587,0.275438258,0
28847,11914,26,17,4,37.1227913,13.590109853424,14.3634675781,9,2.4588348,16.70701217,0,-1.23791008854,1.30314027,0
28850,345031,28,28,1,84.846418,45.3201124569836,63.7632135,1,11.5565222,0,0,-0.667446847,0.67100302442,0
28852,221249,19,2,3,23.12333289,0.48417486405873,12.61395241,10,5.4094364,5.41366236,0,-0.0431913704,0.3771537231,0
28856,343207,11,2,7,8.9249183,0.736775370083991,25.91189537,1,0.2458835,2.76965822,0,-0.1060774493,0.101460011,0
28869,287347,28,28,5,83.460747,0.0648851271629373,83.316431,0,1.2294175,0,0,-0.28379688,1.464388866,0
28874,368626,26,26,2,39.0959615,0.251758859365742,24.9477534,0,0.2458835,0,0,-0.0195233642,0.0187354005,0
28878,203537,28,28,4,81.7333436444273,1.39579617838818,81.7348702651942,3,2.95060166564773,0.1105179,0,-0.29469568333388,0.297221688,0
28879,94261,28,28,3,31.4911757,0,0,0,0,0,29.0318085,-18.334677,18.334677,0
28885,321725,11,1,9,23.371443,1.40591600531825,30.4440099,8,0.2458835,2.29243767,0,-0.34987147379,0.18179795644,0
28891,116771,24,3,2,16.6607849,0.513055610619541,31.401730802,6,1.7211843,6.6664596,0,-0.810064508,0.485665381,0
28893,384257,28,28,9,36.82318758,33.452232611818,22.5284386143,16,13.5235906,6.9962574,0,-0.1645548371,0.1755754503,0
28896,27467,28,18,4,18.8890872,9.4553947752807,30.94483732,8,3.6882523,2.8614121,0,-0.9250906649,0.89968448199,0
28904,331359,17,2,12,89.846059,0,0,0,0,0,89.345778,-0.0079262226,2.58574247,0
28919,342938,24,23,3,9.858839802,0.330052058413232,5.5787140701,2,0.9835339,3.6241926,0,-0.3330678701,0,0
28920,142925,24,4,6,47.5387073,0.623668460996093,35.23870464,14,0.2458835,20.40083732,0,-0.2912433125,3.0679381113,0
28923,182623,23,23,4,18.92653802,0.382403638393465,14.82543237,5,0.491767,2.93128061,0,-0.06448504755,0.0650442561,0
28925,302484,16,16,2,8.10100755,20.5574288887421,2.14558172,2,1.4753009,1.55076213,0,-0.01365344219,0.0189398354,0
28926,243978,28,28,1,74.77926172,0,0,0,0,0,71.2409982,-3.01709004739,3.949669667,0
28932,196599,14,14,1,2.89539059,9.57495810009973,3.426036222,1,0.2458835,0.73114272,0,-0.0492896462,0.0494432932,0
28936,246227,28,28,1,85.871621,2.14283220407418,20.3794782,0,4.6717862,0,0,-0.0717244122,0.0796217646,0
28939,9868,23,23,1,56.222543386,11.5205438937947,32.2800399,0,0.2458835,2.86948723,0,-0.46150675014,0.470928902,0
28941,186442,17,17,1,14.8069853,0.350036188713443,15.78889985,1,0,5.17117041,0,-0.14194494339,0.6813965,0
28943,112300,27,4,3,36.11396729,26.980201210678,15.56518295,20,20.9000955,0,0,-0.059945703298,0.06034568339,0
28944,41153,28,24,4,8.3467764,1.54134983729427,29.02364803,7,0.2458835,1.7119942,0,-0.1087381569,0.1684919863,0
28946,182867,28,28,1,87.032592,0,0,0,0,0,85.763989,-0.0447874152,0.6450609,0
28950,23406,22,1,3,15.4085339,41.1525279126645,33.778465311,7,1.2294174,4.06275345,0,-0.7602995869,0.7602485739,0
28953,94139,28,13,6,19.1418793,0.30248956697272,18.28729142,11,0,7.169504317,0,-0.39165897404,0.5617938233,0
28955,36374,28,28,1,85.457321,9.34865588069585,0,0,9.097689,0,0,-0.0112695237,0.01211081191,0
28956,289135,5,3,5,8.9342811,0.225677400125914,46.2629858,0,0,0,0,-0.771991801,0.517999162,0
28957,107653,28,28,1,91.05852,0,0,0,0,0,84.431609,-4.648981639,5.57884578,0
