"acc_id","char_id","class","level","pledge_cnt","pledge_cnt_change","combat_cnt"
8333,218583,0,17,0,0,0.0121309617270453
8337,258353,4,17,43.0034425570375,670,4.06387217856017
8340,122753,4,16,0,0,0.0202182695450755
8342,157834,1,0,0,0,0.00404365390901509
8344,76340,0,15,0,0,0
8346,74169,1,0,0,0,0
8347,151891,4,16,0,0,0.525675008171962
8355,305563,3,15,0,0,0.125353271179468
8365,268488,7,14,0,0,0.00404365390901509
8370,381003,0,0,0,0,0
8372,170540,1,5,0,0,0
8375,376980,3,16,0.192552727867332,3,0.126566367352172
8382,88937,0,0,0,0,0
8383,34667,5,17,1.54042182293866,24,0.210270003268785
8393,235478,1,17,10.0127418491013,156,0.113222309452423
8395,337810,1,17,0,0,0.0161746156360604
8401,76487,2,17,35.6222546554565,555,0.582286162898173
8404,81381,5,17,0,0,0.105135001634392
8407,258329,3,16,0.32092121311222,5,0.351797890084313
8409,330290,4,17,0,0,0.181964425905679
8413,327544,1,17,0,0,0.0121309617270453
8415,190127,7,12,0,0,0
8416,41925,1,15,0.256736970489776,4,0.0485238469081811
8417,305839,5,0,0,0,0
8418,58322,3,16,5.51984486553019,86,2.60896550209654
8425,201259,0,16,0,0,0.0202182695450755
8431,64045,2,16,0,0,0.194095387632724
8433,94470,1,2,0,0,0
8437,279279,2,15,0.32092121311222,5,0.376059813538403
8449,41183,3,17,142.296465893959,2217,2.27132040069378
8454,230386,2,16,32.2846740390894,503,2.42619234540905
8465,228623,2,16,51.4115783405777,801,0.627575086679142
8468,249849,0,16,0,0,1.51232656197164
8469,234206,2,16,0,0,0.0242619234540905
8475,314439,1,2,0,0,0
8484,246081,1,2,0,0,0
8489,16027,7,16,357.762968377503,5574,0.703595780168626
8491,323094,3,12,3.59431758685687,56,1.20096521097748
8495,262094,7,16,0,0,0.0646984625442415
8497,229921,1,16,0,0,0.0242619234540905
8503,265763,1,17,55.3268171405468,862,1.07561193979801
8504,243949,2,16,0,0,0.145571540724543
8513,75210,3,15,0,0,0.00808730781803018
8514,178164,1,16,4.81381819668331,75,0.088960385998332
8515,303059,7,16,0,0,0.0283055773631056
8518,128298,2,17,0,0,0.307317697085147
8523,377682,0,16,0,0,0.0202182695450755
8524,10796,4,16,0,0,0
8533,87749,5,17,33.6967273767831,525,0.44480192999166
8540,52945,2,17,0,0,0.0242619234540905
8544,393582,1,2,0,0,0
8556,358177,1,17,0,0,0.0727857703622716
8560,34389,1,16,0,0,0.0202182695450755
8562,47578,1,17,0.513473940979553,8,0.0930040399073471
8568,27524,2,16,3.72268607210176,58,0.708852530250345
8569,66338,4,17,21.6300897637637,337,0.319448658812192
8571,42818,4,16,0,0,0
8572,251509,2,16,0.128368485244888,2,0.0485238469081811
8573,74488,4,16,0,0,0.0161746156360604
8575,312447,3,17,54.492421986455,849,0.343710582266283
8579,158367,1,16,1.02694788195911,16,1.29396925088483
8588,242321,3,16,0.834395154091773,13,0.198139041541739
8597,187009,7,0,0,0,0
8598,10567,2,16,0,0,0.0363928851811358
8603,207504,1,2,0,0,0
8604,153489,3,12,1.73297455080599,27,0.845123666984154
8612,94834,1,2,0,0,0
8625,127614,4,17,0.0641842426224441,1,0.0283055773631056
8628,254736,5,16,0.256736970489776,4,0.481194815172796
8629,365417,2,17,0,0,0.109178655543407
8642,224930,2,16,0,0,0.145571540724543
8643,278510,2,5,0,0,0
8644,244303,3,16,0,0,0.331579620539237
8654,396904,4,16,0,0,0.121309617270453
8664,363960,7,0,0,0,0
8681,372238,7,1,0,0,0.00404365390901509
8684,202414,1,16,0,0,0.0242619234540905
8692,261870,7,15,0,0,0.0202182695450755
8693,322556,2,12,0,0,0.00404365390901509
8705,224810,1,2,0,0,0
8714,391402,2,17,5.64821335077508,88,0.485238469081811
8718,216047,2,16,0,0,0.00404365390901509
8725,290131,4,16,1.6046060655611,25,0.044480192999166
8726,76036,1,16,0,0,0.00404365390901509
8730,172387,4,15,2.82410667538754,44,0.351797890084313
8731,359016,2,16,0,0,0.727857703622716
8735,97262,2,16,0.0641842426224441,1,0.0970476938163622
8736,171640,2,11,0,0,0
8738,89062,3,15,0,0,0
8743,37607,7,16,0,0,0.129396925088483
8751,58385,2,15,0,0,0.00808730781803018
8753,124080,5,16,0,0,0.101091347725377
8759,314015,0,4,0,0,0
8760,31176,3,17,6.22587153437708,97,0.481194815172796
8762,313752,2,16,0,0,0.00808730781803018
8766,125559,7,16,47.5605237832311,741,0.420540006537569
8770,68039,5,16,0,0,0.00404365390901509
8774,158827,1,16,0,0,0.00404365390901509
8777,304331,3,16,0,0,0.00404365390901509
8785,311652,1,4,0,0,0
8791,319029,3,16,0,0,0.481194815172796
8795,7630,7,2,0,0,0.00404365390901509
8811,326402,2,16,4.74963395406086,74,0.702382683995921
8813,335930,4,17,0,0,0.129396925088483
8818,58188,3,17,4.94218668192819,77,0.266881157994996
8821,150935,1,2,0,0,0
8827,126418,2,17,30.359146760416,473,0.234531926722875
8830,337345,0,0,0,0,0
8831,189422,1,2,0,0,0
8832,86186,3,16,0,0,1.22927078834059
8834,4485,3,16,0,0,0.0242619234540905
8838,234102,4,16,0,0,0
8846,283629,5,17,0.0641842426224441,1,0.00808730781803018
8847,366715,5,17,0,0,0.720579126586489
8853,150377,0,16,0,0,0.00404365390901509
8861,218689,4,15,8.53650426878506,133,2.38979946022792
8864,150637,5,16,0,0,0.432670968264615
8865,120867,1,15,0,0,0.0242619234540905
8872,354244,0,16,0.192552727867332,3,0.190051733723709
8874,38834,0,1,0,0,0
8875,5857,2,17,0,0,0.109178655543407
8876,127990,2,11,0,0,0
8878,269747,1,17,0.128368485244888,2,0.0646984625442415
8885,262770,7,17,54.7491589569448,853,1.05539367025294
8887,186021,3,16,0,0,0.00808730781803018
8894,145000,3,6,0,0,0.00404365390901509
8895,136221,4,16,0,0,0.0242619234540905
8908,305935,0,16,3.08084364587732,48,0.440758276082645
8914,75959,1,9,0,0,0
8917,206038,3,17,0.449289698357109,7,0.121309617270453
8925,319136,1,2,0,0,0
8929,363617,7,13,0,0,0
8933,166803,0,0,0,0,0
8936,62875,5,17,0,0,1.47997733069952
8946,75716,2,16,184.914802995261,2881,0.828949051348094
8947,333733,4,16,0.128368485244888,2,0.0121309617270453
8950,86931,0,1,0,0,0
8952,371818,1,16,0,0,0.0363928851811358
8957,231963,2,17,1.47623758031621,23,0.262837504085981
8962,77572,4,17,1.6046060655611,25,0.109178655543407
8968,25089,7,0,0,0,0
8970,70549,2,16,0,0,0.125353271179468
8971,79332,2,16,0.128368485244888,2,0.0404365390901509
8973,243310,1,17,0,0,0.0283055773631056
8975,358242,4,16,0,0,0.00808730781803018
8977,92154,2,15,1.02694788195911,16,0.283055773631056
8978,106044,1,16,0,0,0
8979,158706,7,16,0.128368485244888,2,0.153658848542573
8980,146125,3,17,0.128368485244888,2,0.0727857703622716
8984,23272,3,14,0,0,0.00808730781803018
8986,340251,7,17,0.32092121311222,5,0.202182695450755
8990,242422,7,16,0,0,0.137484232906513
8995,365834,2,16,0,0,0.00808730781803018
9006,25840,1,10,0,0,0.00808730781803018
9014,374002,0,0,0,0,0
9026,381460,6,17,0,0,0.287099427540071
9032,311529,2,1,0,0,0
9040,116040,1,0,0,0,0
9045,68632,7,2,0,0,0
9048,372497,7,16,35.558070412834,554,1.02304443898082
9065,127363,7,16,0,0,0
9070,233758,2,16,0,0,0.0485238469081811
9071,284069,1,16,0,0,0.0202182695450755
9073,23760,4,15,0,0,0.22240096499583
9075,133655,1,16,0,0,0.0121309617270453
9083,330868,1,15,2.82410667538754,44,0.161746156360604
9087,153478,1,0,0,0,0
9090,322284,1,0,0,0,0
9096,365385,2,17,0.128368485244888,2,0.0687421164532565
9099,47606,7,2,0,0,0
9110,283008,5,16,0,0,0.0121309617270453
9113,138168,5,16,0,0,0.00808730781803018
9116,129895,7,2,0,0,0
9119,180338,2,17,0,0,1.55680675497081
9120,104385,2,17,0,0,0.756163280985822
9122,109032,4,17,41.334652248854,644,2.01414401208042
9129,155706,1,11,0,0,0.00808730781803018
9130,109341,4,16,0.256736970489776,4,0.0363928851811358
9132,353678,2,16,0,0,0.0202182695450755
9133,50538,2,16,0,0,0.117265963361438
9138,352226,3,15,0,0,0
9139,229919,2,16,0,0,0.0566111547262113
9140,246816,0,0,0,0,0
9144,319337,3,16,5.32729213766286,83,0.465020199536735
9145,311167,0,0,0,0,0
9147,396376,7,16,1.73297455080599,27,0.380103467447419
9148,48708,3,17,0.192552727867332,3,0.125353271179468
9151,358453,3,17,105.83981608441,1649,0.517587700353932
9155,290814,7,15,5.84076607864241,91,2.31297003595663
9157,183700,3,17,19.6403782424679,306,0.427818583573797
9166,311599,3,14,2.43900121965288,38,1.18883424925044
9167,68023,3,16,0,0,0.00404365390901509
9168,189741,1,17,4.49289698357109,70,0.169833464178634
9172,363244,1,17,0,0,1.41527886815528
9176,33450,5,16,0.192552727867332,3,0.0283055773631056
9177,383187,4,17,0.834395154091773,13,0.481194815172796
9181,179720,1,17,71.6296147666476,1116,0.43671462217363
9182,320488,1,17,0,0,0.00404365390901509
9189,295891,2,16,0,0,0.250706542358936
9192,86227,2,17,0,0,0.0606548086352264
9193,49912,4,12,0.0641842426224441,1,0.404365390901509
9196,169581,0,16,0,0,0
9203,195170,2,14,0,0,0
9208,191969,3,16,0,0,0.0161746156360604
9217,206639,3,16,0,0,0.157702502451589
9220,28653,3,16,0,0,0
9221,187573,1,2,0,0,0
9225,240242,3,16,0,0,0.0930040399073471
9231,93386,1,0,0,0,0
9237,224485,5,17,0,0,1.21309617270453
9238,181510,1,17,0,0,0.0727857703622716
9248,139242,5,16,0,0,0.0525675008171962
9249,330532,3,16,0.0641842426224441,1,0.121309617270453
9256,94706,1,14,0,0,0
9260,305058,3,16,0,0,0.00808730781803018
9262,363060,2,16,8.02303032780551,125,0.105135001634392
9263,390360,1,16,0,0,0.0930040399073471
9277,388043,3,16,0,0,0
9281,166718,4,16,0,0,0.258793850176966
9289,115911,7,2,0,0,0.00404365390901509
9293,298016,7,0,0,0,0
9296,190769,2,17,0,0,0.00404365390901509
9297,383472,3,16,0,0,0.0121309617270453
9300,139373,4,17,2.50318546227532,39,0.47149004579116
9304,189292,7,17,272.012820233918,4238,0.934892783764289
9312,57666,3,15,0,0,0
9318,359257,3,14,0,0,0
9320,90427,7,2,0,0,0.00404365390901509
9323,216867,7,17,0,0,2.16739849523209
9328,285520,2,16,47.1754183274964,735,0.145571540724543
9340,332532,4,17,0.962763639336661,15,0.20622634935977
9341,110880,1,0,0,0,0
9342,328294,2,16,0,0,0.00404365390901509
9346,279989,3,16,0.0641842426224441,1,0.0485238469081811
9353,90159,1,14,0,0,0.0242619234540905
9354,353190,3,16,0,0,0.00808730781803018
9356,104306,0,16,0.192552727867332,3,2.0096959927805
9361,212063,4,17,28.6261722096101,446,0.731901357531731
9364,352589,5,16,0.385105455734664,6,0.105135001634392
9366,100495,3,16,0,0,0.0242619234540905
9368,270381,4,16,0,0,0
9370,159933,4,17,0,0,0.0283055773631056
9373,70410,7,1,0,0,0
9377,81296,1,17,0.128368485244888,2,0.2143136571778
9378,108964,2,17,0,0,0.0808730781803018
9379,174257,7,17,0,0,0.0913865783437411
9385,332958,3,14,0.0641842426224441,1,0.0525675008171962
9388,195793,4,16,0,0,0.0121309617270453
9397,342426,7,0,0,0,0
9398,392960,6,17,0.256736970489776,4,0.155680675497081
9399,190617,1,3,0,0,0
9406,389539,3,16,0,0,0.0849167320893169
9412,93077,5,17,0,0,0.129396925088483
9424,122650,2,16,0,0,0.101091347725377
9425,337146,5,16,4.55708122619353,71,0.913461418046509
9427,236351,7,2,0,0,0
9429,315495,1,2,0,0,0
9447,298201,3,15,0,0,0.0121309617270453
9452,60639,1,11,0,0,0.141527886815528
9457,76019,7,0,0,0,0
9458,177322,3,15,57.7016341175772,899,8.305665129117
9459,189779,0,16,0,0,0.626766355897339
9469,224641,7,5,0,0,0
9472,251766,1,17,0,0,0.0768294242712867
9474,189078,2,16,0,0,0.00808730781803018
9478,9378,0,15,0.128368485244888,2,0.00808730781803018
9479,297340,4,17,0,0,0.17428148347855
9482,237227,1,1,0,0,0
9486,336933,2,5,0,0,0.00404365390901509
9490,235922,7,17,0,0,0.0283055773631056
9492,310184,3,16,0,0,0
9495,205111,1,17,0.449289698357109,7,0.0942171360800516
9499,370600,1,16,0.192552727867332,3,0.0161746156360604
9500,315074,7,15,0,0,0.00404365390901509
9505,253723,2,15,0.577658183601997,9,0.105135001634392
9510,313310,2,16,0,0,0.501413084717871
9511,121174,4,16,0,0,0
9514,97125,1,17,0,0,0.0242619234540905
9517,318554,4,15,0.0641842426224441,1,0.274968465813026
9520,10865,4,16,0,0,0.00808730781803018
9523,198411,2,17,0,0,0.0566111547262113
9524,333798,3,15,2.24644849178554,35,0.942171360800516
9531,285727,7,16,0,0,0.088960385998332
9533,235045,1,17,0,0,0
9535,2695,3,16,0,0,0.0161746156360604
9547,101187,7,15,0,0,0.0687421164532565
9553,384867,3,17,146.660994392285,2285,4.45610660773463
9554,221285,7,0,0,0,0
9555,237196,5,17,0,0,0.616657221124801
9560,314275,4,16,0,0,0.137484232906513
9562,169600,2,16,0,0,0.0242619234540905
9564,211461,2,10,0,0,0.00404365390901509
9573,291931,0,16,0,0,0.00404365390901509
9575,344754,2,17,0,0,0.0242619234540905
9577,357932,3,14,0,0,0.0202182695450755
9587,305717,4,17,84.7873845042486,1321,1.99756503105345
9588,347532,3,17,0,0,0.878281629038078
9591,282839,3,13,1.6046060655611,25,1.14031040234226
9592,365175,1,17,0,0,0.0541849623808022
9594,210005,2,17,0,0,0.0283055773631056
9597,240313,2,17,0.770210911469329,12,0.578242508989158
9599,120450,7,2,0,0,0
9601,211271,1,0,0,0,0
9604,162797,1,16,0,0,0.00808730781803018
9606,280493,1,17,5.71239759339752,89,0.129396925088483
9611,66029,4,16,0,0,0.00404365390901509
9617,388954,7,17,0,0,0.0242619234540905
9624,226151,5,11,0,0,0
9636,51234,3,4,0,0,0.00404365390901509
9637,248002,7,2,0,0,0
9641,142974,2,16,0.0641842426224441,1,0.827735955175389
9642,320940,4,16,0,0,0.0323492312721207
9645,90637,0,2,0,0,0
9661,331946,2,15,0,0,0
9663,186860,0,16,0,0,0.250706542358936
9665,395133,1,1,0,0,0.00404365390901509
9669,262485,5,14,0.385105455734664,6,0.194095387632724
9672,109242,0,16,0,0,0.125353271179468
9676,277953,4,16,0,0,0.00404365390901509
9677,256104,7,15,0.577658183601997,9,0
9678,340763,1,1,0,0,0
9683,181644,2,14,0,0,0.435097160610024
9684,208674,7,16,0,0,0.0970476938163622
9697,77731,7,16,0,0,0.0808730781803018
9702,252799,1,3,0,0,0.00404365390901509
9705,296822,4,16,1.09113212458155,17,1.20905251879551
9706,62068,7,16,0,0,0.00404365390901509
9716,185871,2,17,0,0,0.00404365390901509
9717,303017,0,16,0,0,0.0121309617270453
9723,38811,4,16,0,0,0.270924811904011
9732,145618,2,16,0,0,0
9733,206573,3,16,0,0,0.0970476938163622
9741,99919,2,12,0,0,0
9765,46453,1,17,5.26310789504041,82,1.97815549229018
9766,135126,7,0,0,0,0
9769,109710,3,16,0,0,0.420540006537569
9777,92275,2,15,0,0,0.0525675008171962
9779,96799,7,16,0.0641842426224441,1,0.121309617270453
9784,214764,7,2,0,0,0
9785,182673,4,16,0,0,0
9788,245360,1,16,0.256736970489776,4,0.0404365390901509
9790,207452,1,2,0,0,0.00404365390901509
9800,351070,7,11,0,0,0.00404365390901509
9807,303003,0,16,2.31063273440799,36,0.274968465813026
9808,373706,1,17,25.7378812916001,401,0.529718662080977
9810,390595,4,15,0,0,0.00404365390901509
9813,375160,4,16,0,0,0.0525675008171962
9816,194221,2,17,2.56736970489776,40,0.0363928851811358
9825,204798,4,16,0,0,0.00808730781803018
9826,261492,4,15,0.641842426224441,10,0.121309617270453
9831,18079,4,16,0,0,0.00808730781803018
9836,199337,1,17,0.449289698357109,7,0.0485238469081811
9839,58427,1,1,0,0,0
9847,340168,1,16,0.449289698357109,7,0.157702502451589
9851,327304,2,16,0,0,0.0323492312721207
9852,347139,1,2,0,0,0
9853,119038,1,1,0,0,0
9854,61960,2,15,0,0,0.0323492312721207
9855,159162,7,15,0.0641842426224441,1,0.0646984625442415
9857,66509,2,14,0,0,0.044480192999166
9863,87346,7,16,0.706026668846885,11,0.0808730781803018
9869,129016,1,16,0,0,0.341688755311775
9870,189327,7,0,0,0,0
9872,21504,3,15,4.55708122619353,71,0.186008079814694
9873,300152,3,16,0,0,0.186008079814694
9875,98413,2,16,0,0,0.0646984625442415
9880,242650,2,16,0,0,0.0970476938163622
9882,41177,3,10,0,0,0
9891,312041,7,0,0,0,0
9896,207720,4,12,0,0,0.169833464178634
9903,230813,3,15,0,0,0.0202182695450755
9909,251893,6,16,0,0,0.117265963361438
9914,205071,1,15,0.962763639336661,15,0.190051733723709
9917,281857,1,17,3.85105455734664,60,1.45571540724543
9920,22913,1,17,0,0,0.00404365390901509
9922,331832,2,17,155.967709572539,2430,0.999186880917629
9933,37141,7,16,0.256736970489776,4,0.315405004903177
9941,104486,1,15,1.09113212458155,17,0.582286162898173
9942,134035,1,3,0,0,0
9945,248894,2,16,0,0,0.113222309452423
9946,278427,0,0,0,0,0
9947,202259,2,16,1.92552727867332,30,0.0161746156360604
9948,339520,2,16,0,0,0.0121309617270453
9949,323669,1,17,0,0,0.00404365390901509
9952,355947,1,17,5.58402910815263,87,0.663159241078475
9953,125914,1,3,0,0,0
9957,104096,1,17,0,0,0.0404365390901509
9960,356939,4,16,0,0,0.190051733723709
9962,74970,7,16,0,0,0.00808730781803018
9964,277464,2,2,0,0,0
9967,247609,0,15,0.577658183601997,9,0.768294242712867
9969,327810,1,2,0,0,0
9972,137189,4,17,0,0,13.0488711643917
9973,145731,3,16,0,0,0.0202182695450755
9974,176059,7,17,0,0,0
9977,152585,1,3,0,0,0
9980,368263,7,2,0,0,0
9987,296961,1,0,0,0,0
9989,30222,1,17,0,0,0.161746156360604
9992,35515,4,16,0,0,0.0121309617270453
9993,374688,5,0,0,0,0
9994,147121,3,16,0,0,0.519205161917538
9995,164063,3,16,0.706026668846885,11,2.30892638204762
9996,360401,3,15,0,0,0.0323492312721207
10013,77552,3,16,0,0,0.145571540724543
10020,129620,4,17,0,0,2.99230389267117
10021,86322,7,16,1.6046060655611,25,0.0849167320893169
10022,238936,0,17,0,0,0.0646984625442415
10025,155622,4,17,0.449289698357109,7,0.89769116780135
10029,93459,4,14,0,0,0.327535966630222
10033,78854,4,16,0,0,0.0161746156360604
10034,255272,3,17,0.32092121311222,5,0.602504432443248
10036,61492,3,16,0,0,0.0283055773631056
10039,396147,7,2,0,0,0
10044,283606,1,1,0,0,0
10045,111905,2,9,0,0,0
10052,135094,5,16,0,0,0.113222309452423
10057,204657,4,16,0,0,0.00404365390901509
10065,364738,1,1,0,0,0
10067,244971,3,17,216.429266122881,3372,0.723005318931898
10072,6916,1,10,0,0,0
10080,113118,1,2,0,0,0.00404365390901509
10082,34233,7,0,0,0,0
10084,232497,3,15,42.6825213439253,665,1.88474708699193
10095,328567,0,16,1.15531636720399,18,0.707639434077641
10099,261978,4,17,7.12445093109129,111,0.355841543993328
10101,91340,3,16,0,0,0.161746156360604
10102,93274,4,16,0,0,0.0202182695450755
10103,79104,1,17,17.2655612654375,269,1.30771767417548
10105,232188,3,14,0,0,0.00404365390901509
10109,80962,2,16,0,0,0.0606548086352264
10114,290613,3,15,0,0,0.00404365390901509
10118,284399,2,15,1.28368485244888,20,0.258793850176966
10120,168243,1,17,106.160737297523,1654,0.299230389267117
10124,297086,3,17,29.5889358489467,461,0.353415351647919
10129,128491,3,16,0,0,0.0121309617270453
10148,194101,4,15,0,0,0.088960385998332
10149,47999,5,14,8.08721457042795,126,1.39506059861021
10151,80389,2,14,0,0,0
10152,89207,3,16,0.834395154091773,13,1.03355793914426
10155,290202,1,16,0,0,0.223614061168534
10161,37352,4,16,0,0,0.109178655543407
10163,203189,3,16,0,0,0.157702502451589
10167,165737,7,16,0,0,0.359885197902343
10168,168313,5,16,0,0,0.00808730781803018
10180,26033,1,2,0,0,0
10183,259406,7,0,0,0,0
10187,118975,1,17,76.1866959928411,1187,0.155276310106179
10204,304928,3,17,11.2322424589277,175,0.23048827281386
10206,20925,2,16,89.1519130025748,1389,9.68859476600016
10213,241472,4,16,0,0,0.594417124625218
10214,149131,0,16,0,0,0.533762315989992
10217,33548,7,16,0,0,0.545893277717037
10218,138985,1,4,0,0,0
10221,189664,6,16,0,0,0.388190775265449
10224,77901,1,1,0,0,0
10226,102497,5,0,0,0,0
10227,280867,3,13,3.40176485898954,53,0.602504432443248
10237,295344,1,3,0,0,0.00404365390901509
10246,357341,5,16,0,0,0.23857558063189
10250,14761,2,16,0,0,0.00404365390901509
10252,298652,2,16,0,0,0.0768294242712867
10257,277062,4,16,0,0,0.00404365390901509
10258,396527,4,16,0,0,0.00808730781803018
10259,246814,7,16,0.706026668846885,11,0.0161746156360604
10268,72538,5,16,0,0,0.279012119722041
10271,23779,1,16,0,0,0
10282,32496,3,16,0.0641842426224441,1,1.03113174679885
10284,396384,1,17,270.087292955245,4208,10.6590717041638
10286,243921,5,16,0.128368485244888,2,0.0768294242712867
10288,300637,2,15,0,0,0.00808730781803018
10294,180831,2,16,0,0,0.0121309617270453
10303,170140,3,16,0,0,0.0727857703622716
10304,298340,7,5,0,0,0
10305,90145,1,16,2.31063273440799,36,0.0242619234540905
10311,107365,3,16,0,0,0.456932891718705
10313,24872,2,16,0,0,0.0768294242712867
10314,46109,4,16,0,0,0
10318,315408,0,15,0,0,0.0566111547262113
10319,264175,1,16,0,0,0.0566111547262113
10320,23019,1,17,47.111234084874,734,0.234531926722875
10321,327440,3,16,0,0,0.66720289498749
10322,86211,1,0,0,0,0
10325,290013,7,2,0,0,0
10329,234683,3,16,0,0,0.270924811904011
10334,376000,7,16,0,0,0.0202182695450755
10338,379586,7,2,0,0,0
10340,110251,3,17,1.34786909507133,21,0.117265963361438
10344,317975,4,16,0,0,0.319448658812192
10350,344486,1,16,0,0,0
10351,199397,2,17,0,0,0.109178655543407
10354,234182,0,16,0,0,0.0121309617270453
10355,17438,1,15,0.128368485244888,2,0.00404365390901509
10360,372739,0,16,0,0,0
10361,65123,4,16,0,0,0.0283055773631056
10362,334344,3,16,0,0,0.00808730781803018
10366,327157,0,17,0,0,0.359885197902343
10368,314953,1,17,0,0,0.113222309452423
10371,312535,5,16,0.449289698357109,7,0.950258668618546
10372,192876,2,17,87.4189384517688,1362,0.23857558063189
10379,315364,7,1,0,0,0
10381,209177,7,16,0,0,0
10384,379273,2,16,0.128368485244888,2,0.22240096499583
10389,252228,7,9,0,0,0
10391,331186,2,16,0,0,0.250706542358936
10393,147945,0,16,0,0,0.0849167320893169
10394,151621,7,16,7.06026668846885,110,0.586329816807188
10396,29827,7,16,0,0,0.0242619234540905
10401,89275,4,16,0,0,0.00808730781803018
10402,148777,3,16,0,0,0.0404365390901509
10406,35395,2,17,0,0,0.67529020280552
10412,137163,7,0,0,0,0
10414,200911,4,16,0,0,0.00404365390901509
10415,163942,5,16,0,0,0.0283055773631056
10416,129974,1,17,0,0,0.0606548086352264
10420,35168,4,16,0.898579396714217,14,0.0646984625442415
10421,376846,7,0,0,0,0
10422,293282,4,16,0,0,0.00404365390901509
10427,382830,7,16,2.56736970489776,40,0.359885197902343
10428,153236,3,15,0,0,0.00404365390901509
10429,228594,4,16,0,0,0.125353271179468
10432,129750,2,16,0.0641842426224441,1,0.125353271179468
10433,102134,2,17,0.834395154091773,13,0.137484232906513
10434,373419,1,17,2.43900121965288,38,0.30003912004892
10441,329741,1,0,0,0,0
10443,319151,1,2,0,0,0
10444,275702,5,16,0.0641842426224441,1,0.0323492312721207
10450,335373,4,16,0,0,0
10451,139663,2,17,21.1166158227841,329,0.586329816807188
10455,69506,2,17,1.28368485244888,20,0.274968465813026
10459,193573,4,16,0,0,0.0404365390901509
10461,191452,1,16,0.513473940979553,8,0.0485238469081811
10463,80311,2,17,0.0641842426224441,1,0.0283055773631056
10468,365432,5,15,0.449289698357109,7,0.319448658812192
10469,310239,2,16,0,0,0.0525675008171962
10473,25314,0,17,0,0,0
10476,97392,4,13,0,0,0.578242508989158
10481,230353,1,16,0,0,0.0121309617270453
10486,111744,4,15,0,0,0.00808730781803018
10487,212586,1,16,0,0,0.0242619234540905
10492,226183,2,16,6.80352971797907,106,0.590373470716203
10498,81302,1,16,0,0,0.250706542358936
10505,271071,0,15,0,0,0.0768294242712867
10508,369789,2,16,0,0,0.0242619234540905
10511,299080,5,13,0,0,0.00404365390901509
10520,128265,0,16,0,0,0.00404365390901509
10522,392743,7,16,19.8971152129577,310,0.113222309452423
10526,165261,1,15,0,0,0.0323492312721207
10527,168363,4,13,0.256736970489776,4,0.315405004903177
10529,354680,4,15,0,0,0.0202182695450755
10535,6406,3,16,52.5027104651593,818,1.3141875204299
10540,322680,2,16,0,0,0
10541,79009,5,16,0.32092121311222,5,0.190051733723709
10544,201797,3,15,0,0,0.0323492312721207
10549,313537,7,2,0,0,0
10550,51446,7,2,0,0,0
10553,166291,1,16,0,0,0.173877118087649
10555,195568,2,16,0,0,0.448845583900675
10561,344912,1,16,0,0,0.0646984625442415
10568,112440,2,15,0,0,0.0121309617270453
10571,44078,3,17,0,0,0.00404365390901509
10572,165502,3,17,13.4786909507133,210,2.29113430484795
10576,297335,1,0,0,0,0
10578,286509,4,13,0,0,0.0202182695450755
10579,337611,2,16,0,0,0.105135001634392
10594,68636,3,16,0,0,0.169833464178634
10597,256023,6,16,0,0,0.0121309617270453
10598,41349,4,15,0.192552727867332,3,1.45975906115445
10610,167394,1,17,0,0,0.331579620539237
10613,367629,3,15,0,0,0.0121309617270453
10616,391188,1,16,0,0,0.00404365390901509
10617,344848,1,17,0.577658183601997,9,0.0485238469081811
10618,208663,7,2,0,0,0.00404365390901509
10619,114621,7,2,0,0,0
10620,203737,3,13,0,0,0.634853663715369
10623,205837,3,16,0.0641842426224441,1,0.0323492312721207
10624,179970,4,16,0,0,0.0121309617270453
10630,241071,1,16,2.11808000654065,33,0.153658848542573
10634,382916,3,16,0,0,4.82003545954599
10642,23844,1,0,0,0,0
10646,33603,2,16,0,0,0.0283055773631056
10648,396002,4,16,0,0,0
10653,69245,2,17,0,0,1.3125700588663
10655,217208,0,4,0,0,0
10657,94655,7,0,0,0,0
10658,94026,3,16,0,0,0.0363928851811358
10660,348781,7,16,0,0,0
10664,118972,0,17,0,0,0.00808730781803018
10680,24198,7,16,0,0,0.0768294242712867
10683,243298,7,2,0,0,0.00808730781803018
10688,302056,1,17,5.71239759339752,89,2.1714421491411
10690,108668,6,17,0.641842426224441,10,1.56044604348892
10693,294697,2,17,0.513473940979553,8,0.186008079814694
10699,139027,2,17,0.192552727867332,3,0.0687421164532565
10701,101127,1,16,0,0,0.160937425578801
10705,307295,0,0,0,0,0
10710,247068,2,16,0.0641842426224441,1,0.202182695450755
10715,979,1,2,0,0,0
10716,372588,5,16,0.128368485244888,2,0.703595780168626
10718,80081,1,13,0,0,0
10728,118368,7,0,0,0,0
10732,387252,4,15,0.128368485244888,2,0.0202182695450755
10741,341788,2,17,0.834395154091773,13,0.812774435712033
10742,181559,0,16,0,0,0.469063853445751
10744,89065,0,16,0,0,0.00404365390901509
10745,82859,7,2,0,0,0
10746,201909,2,16,0,0,0.0525675008171962
10750,15801,3,15,0.32092121311222,5,0.648602087006021
10757,30672,1,2,0,0,0
10763,69686,4,16,0,0,0.00808730781803018
10766,365250,1,16,0,0,0.161746156360604
10768,220340,1,16,0,0,0.0606548086352264
10772,244838,4,16,0,0,0
10773,293418,5,16,0,0,0.00404365390901509
10785,49692,1,0,0,0,0
