"acc_id","survival_time","amount_spent","churn","payment","first_week"
27953,64,0,0,0,1
27955,9,0,1,0,3
27957,15,0.0109260793280656,1,1,1
27958,64,0,0,0,1
27961,64,0,0,0,1
27964,64,0,0,0,1
27965,64,0,0,0,1
27967,31,0.0952504753434669,1,1,3
27968,5,0.389795262514773,1,1,1
27969,16,0.414731659780028,1,1,1
27970,2,6.15207169373064,1,1,1
27971,1,0,1,0,4
27976,37,0,1,0,1
27980,22,1.18119776519628,1,1,1
27992,52,0.311114366933087,1,1,1
27995,2,0.974488156286933,1,1,1
27999,37,0,1,0,1
28002,64,0.0319907728073993,0,1,1
28007,64,0,0,0,1
28008,64,0.0360921539365531,0,1,1
28011,4,0,1,0,4
28015,29,0.0335985142100276,1,1,1
28016,29,0,1,0,1
28017,64,0.0152243267514187,0,1,1
28022,64,0.290935571777651,0,1,1
28026,64,0.00101714252003013,0,1,1
28030,34,0,1,0,1
28031,64,0.0355343661029882,0,1,1
28034,64,0,0,0,1
28036,64,0.250315493074512,0,1,1
28037,64,0.256746458685025,0,1,1
28041,19,1.55419377060604,1,1,1
28045,41,0.0640471677128651,1,1,2
28048,56,0.0175211001837449,1,1,1
28049,29,0.0146009168197874,1,1,3
28052,8,0,1,0,1
28054,64,0,0,0,1
28061,35,0.0429824742335314,1,1,1
28068,64,0.392977934270996,0,1,1
28071,61,0.121171204079719,1,1,1
28075,64,0.112213787693647,0,1,1
28082,64,0,0,0,1
28084,29,0.148634052120532,1,1,1
28088,64,0.439208702358817,0,1,1
28089,8,0,1,0,1
28090,12,0,1,0,2
28093,5,5.9191132455947,1,1,1
28094,19,0,1,0,1
28095,13,0,1,0,1
28101,59,0.0398654245753745,1,1,1
28108,64,0.0742842150112328,0,1,1
28116,21,0,1,0,4
28117,32,0.155229072976211,1,1,1
28118,2,0.0328110490332301,1,1,1
28119,64,0.0269706823053151,0,1,1
28136,64,0.0360921539365531,0,1,1
28140,1,0,1,0,2
28144,64,0.230694485752641,0,1,2
28145,64,0.132162905505851,0,1,1
28146,64,0,0,0,1
28152,10,0,1,0,1
28154,64,0.109424848525822,0,1,1
28161,64,0.25294037699717,0,1,1
28166,64,0.108276461809659,0,1,1
28168,64,0.18639956955778,0,1,1
28170,34,0.125174152061773,1,1,1
28171,64,0.214879560118624,0,1,1
28174,28,0.0351406335145894,1,1,1
28176,16,0.19686629419938,1,1,1
28178,24,0.085571215878664,1,1,1
28179,64,0.156377459692374,0,1,4
28181,64,0,0,0,1
28182,64,0.0401935350657068,0,1,1
28189,64,0.0360921539365531,0,1,1
28192,64,0.264358622060735,0,1,1
28196,64,0.0679844935968527,0,1,1
28198,57,0,1,0,1
28202,47,0.341956753024324,1,1,1
28206,44,0.145877924001741,1,1,1
28211,18,0,1,0,1
28213,64,0.0360921539365531,0,1,1
28215,64,0,0,0,1
28218,64,0,0,0,1
28220,18,0.0229021122251946,1,1,1
28223,8,0,1,0,1
28229,64,0.0254613740497865,0,1,3
28232,64,0.153818197867783,0,1,1
28233,64,0.0152243267514187,0,1,1
28242,64,0.0591583214069138,0,1,1
28245,64,0.0360921539365531,0,1,1
28247,23,0.313706439806713,1,1,1
28251,36,0.0337297584061605,1,1,1
28253,58,0.232433471351402,1,1,1
28255,64,0,0,0,1
28257,64,0.0230661674703607,0,1,1
28265,64,0,0,0,1
28268,64,0.034517223582958,0,1,1
28270,64,0.019817873616071,0,1,2
28275,14,0,1,0,3
28276,60,0.0016405524516615,1,1,1
28279,64,0.0421950090567339,0,1,1
28282,8,0,1,0,1
28285,64,0,0,0,1
28289,64,0.190960305373399,0,1,1
28290,64,0.243392361728501,0,1,1
28291,64,0,0,0,1
28292,34,0,1,0,1
28294,20,0,1,0,1
28296,2,0,1,0,4
28298,64,0.0538429314635305,0,1,1
28302,19,0.0138134516429899,1,1,1
28303,64,0.00154211930456181,0,1,1
28305,17,0,1,0,1
28310,64,0,0,0,1
28317,43,0.155852482907843,1,1,1
28318,64,0.0641456008599647,0,1,1
28322,64,0.0360921539365531,0,1,1
28325,64,0.321942013114053,0,1,1
28327,64,0.0456729802542562,0,1,1
28330,64,0.199852099661404,0,1,1
28331,4,0,1,0,3
28332,2,0.748091917957645,1,1,2
28333,1,0,1,0,2
28336,64,0.086424303153528,0,1,3
28345,64,0,0,0,1
28346,5,0.104011025435339,1,1,1
28348,31,0,1,0,1
28351,64,0.0306127087480036,0,1,4
28352,64,0.274792535653302,0,1,1
28353,64,0,0,0,1
28354,64,0,0,0,1
28356,64,0.345697212614112,0,1,1
28358,64,0.0152899488494852,0,1,1
28360,64,0.00767778547377583,0,1,1
28365,64,0.175473490229714,0,1,1
28367,26,0.230071075821009,1,1,1
28368,3,0,1,0,4
28370,4,0,1,0,1
28372,64,0,0,0,1
28374,64,0,0,0,1
28375,64,0.00154211930456181,0,1,1
28378,64,0,0,0,1
28380,44,0,1,0,1
28382,64,0,0,0,1
28385,64,0.0355343661029882,0,1,1
28392,64,0.140759400352557,0,1,1
28393,36,0,1,0,1
28397,4,0,1,0,1
28405,29,0.0335985142100276,1,1,1
28412,60,0.0162414692714489,1,1,1
28413,19,0.828905531726491,1,1,1
28416,64,0.0237880105490918,0,1,1
28421,64,0,0,0,4
28423,36,0.196669427905181,1,1,1
28424,50,0,1,0,1
28426,64,0.1060453104754,0,1,1
28428,64,0.341300532043659,0,1,1
28431,64,0.104043836484373,0,1,1
28433,3,0,1,0,2
28438,54,0.0226068127838955,1,1,1
28439,61,0.0944301991176361,1,1,1
28440,64,0.0390123373005105,0,1,1
28441,64,0.0152243267514187,0,1,1
28444,64,0.0304486535028375,0,1,1
28445,3,0,1,0,4
28448,64,0.0302845982576713,0,1,1
28450,20,0.147649720649535,1,1,1
28454,5,6.30119791158667,1,1,1
28455,1,0,1,0,4
28458,64,0.0371092964565832,0,1,1
28459,8,0,1,0,1
28462,64,0,0,0,1
28477,33,0,1,0,2
28478,4,0,1,0,2
28480,40,0.0487244078143466,1,1,1
28481,7,0,1,0,1
28483,64,0.182462243673792,0,1,1
28485,64,0.0456729802542562,0,1,1
28487,64,0.0152243267514187,0,1,1
28489,64,0,0,0,1
28490,24,0,1,0,3
28496,9,0.108276461809659,1,1,1
28497,30,0.0552538065719594,1,1,3
28498,64,0.247559364955721,0,1,1
28504,4,0,1,0,4
28505,64,0.0175867222818113,0,1,1
28508,64,0.139151658949929,0,1,1
28516,64,0,0,0,1
28520,22,0.029529944129907,1,1,3
28521,64,0.204872190163488,0,1,1
28523,64,0.0413747328309031,0,1,1
28526,23,0.00285456126589101,1,1,1
28528,64,0,0,0,1
28531,64,0,0,0,1
28534,64,0,0,0,1
28539,34,0.26055254037288,1,1,1
28540,64,0.0294643220318406,0,1,1
28543,64,0.0822244888772745,0,1,1
28544,64,0.191879014746329,0,1,1
28549,8,0,1,0,1
28550,64,0.31652819002357,0,1,1
28553,29,0.0845212623096006,1,1,1
28557,64,0.00101714252003013,0,1,1
28563,64,0.0360921539365531,0,1,1
28565,64,0.0152243267514187,0,1,1
28566,2,0,1,0,4
28567,36,0,1,0,1
28574,64,0,0,0,1
28576,64,0,0,0,1
28580,64,0,0,0,1
28581,64,0.0361577760346195,0,1,1
28582,40,0.00272331706975809,1,1,1
28584,8,0.0123041433874613,1,1,1
28589,64,0.139086036851862,0,1,1
28592,8,0,1,0,1
28595,14,0,1,0,1
28596,64,0.0130587975152256,0,1,1
28599,64,0.0304486535028375,0,1,1
28604,64,0,0,0,1
28607,64,0.148141886385034,0,1,1
28608,4,0,1,0,4
28609,64,0.0360921539365531,0,1,1
28611,64,0.122877378629447,0,1,1
28612,64,0,0,0,1
28618,35,0.0845540733586339,1,1,1
28623,3,0,1,0,4
28628,10,0,1,0,1
28637,64,0.081863567337909,0,1,1
28638,64,0.247887475446053,0,1,1
28640,64,0,0,0,1
28641,64,0,0,0,1
28642,64,0,0,0,1
28648,5,0,1,0,1
28651,29,0,1,0,1
28653,64,0,0,0,1
28656,7,0.152341700661287,1,1,4
28657,52,0.0692313134601154,1,1,1
28659,64,0.0115166782106637,0,1,1
28662,1,0.332704037196953,1,1,1
28665,26,0.075727901168695,1,1,1
28666,64,0,0,0,1
28668,64,0,0,0,1
28669,64,0,0,0,1
28675,64,0.0969566498931948,0,1,1
28676,64,0.0718233863337406,0,1,1
28677,64,0.0233614669116598,0,1,1
28678,64,0.037798328486281,0,1,1
28681,29,0.0033795380504227,1,1,1
28682,64,0.0314657960228676,0,1,1
28685,5,0,1,0,1
28688,64,0,0,0,1
28689,64,0.0304486535028375,0,1,1
28692,35,0,1,0,2
28693,31,0.0766137994925922,1,1,1
28694,18,0.0180460769682765,1,1,2
28698,29,0.0335985142100276,1,1,1
28699,64,0.0304486535028375,0,1,1
28703,21,0,1,0,1
28705,64,0,0,0,1
28708,8,0,1,0,1
28714,64,0.144860781481711,0,1,1
28715,64,0.133180048025881,0,1,1
28716,18,0,1,0,1
28717,64,0,0,0,1
28722,64,0.0617175832315057,0,1,1
28723,3,0,1,0,4
28725,64,0.183774685635122,0,1,1
28726,64,0,0,0,1
28728,64,0.0456729802542562,0,1,1
28729,64,0.0404232124089394,0,1,2
28730,57,0.0628003478496023,1,1,1
28732,64,0,0,0,1
28736,7,1.01245054001838,1,1,1
28737,64,0,0,0,2
28738,1,1.59461698301498,1,1,2
28754,14,0.0695922349994809,1,1,2
28759,1,0,1,0,3
28760,64,0,0,0,1
28762,8,0,1,0,1
28765,64,0.0764825552964593,0,1,1
28768,9,0,1,0,1
28775,64,0.0360921539365531,0,1,1
28808,64,0.481830255052983,0,1,1
28809,64,0.0919693704401438,0,1,1
28811,64,0.0147321610159203,0,1,1
28812,8,0,1,0,1
28815,17,0,1,0,1
28820,64,0.0360921539365531,0,1,1
28824,64,0,0,0,1
28827,42,0.0835041197895705,1,1,2
28834,10,0,1,0,1
28839,24,0.0610941732998744,1,1,1
28841,64,0,0,0,1
28844,64,0,0,0,1
28846,3,0,1,0,4
28847,64,0.0360921539365531,0,1,1
28850,29,0.0335985142100276,1,1,1
28852,32,0,1,0,1
28855,30,0.00977769261190256,1,1,2
28856,64,0.0538429314635305,0,1,1
28869,37,0,1,0,1
28874,64,0,0,0,1
28878,29,0,1,0,1
28879,64,0,0,0,1
28885,64,0.297563403682363,0,1,1
28891,31,0.117463555538964,1,1,1
28893,64,0.0503649602660081,0,1,1
28896,57,0.0544335303461287,1,1,1
28897,15,0,1,0,1
28904,64,0.111360700418783,0,1,1
28910,27,0.00364202644268854,1,1,1
28911,15,0,1,0,1
28919,17,0.0975800598248262,1,1,1
28920,64,0.180231092339533,0,1,1
28923,16,0.244836047885963,1,1,1
28925,6,0.162414692714489,1,1,1
28926,64,0,0,0,1
28932,21,0,1,0,1
28933,6,0.0492165735498451,1,1,4
28936,64,0,0,0,1
28939,12,0.162414692714489,1,1,1
28941,63,0.0229021122251946,1,1,1
28943,38,0,1,0,1
28944,64,0.00255926182459194,0,1,1
28946,64,0.0360921539365531,0,1,1
28950,64,0.00853087274863981,0,1,1
28953,64,0,0,0,1
28955,64,0,0,0,1
28956,64,0.00767778547377583,0,1,1
28957,64,0,0,0,1
28960,58,0.0332704037196953,1,1,1
28961,64,0.280304791890884,0,1,1
28963,64,0.160281974527329,0,1,1
28967,10,0,1,0,1
28969,13,0.0984331470996902,1,1,1
28972,64,0,0,0,1
28974,23,0.0134853411526576,1,1,2
28981,29,0,1,0,1
28983,7,0,1,0,1
28984,24,0,1,0,1
28987,19,0.0405872676541056,1,1,1
28988,19,0.0512836696389386,1,1,1
28990,64,0,0,0,1
28998,64,0.0341891130926257,0,1,1
29000,11,1.69843114215612,1,1,1
29001,64,0.287556033727228,0,1,1
29004,64,0.088852320781987,0,1,1
29006,64,0.0623409931631371,0,1,1
29007,64,0.270133366690583,0,1,1
29012,64,0,0,0,1
29015,8,0,1,0,1
29019,64,0.0256254292949527,0,1,1
29020,64,0.0931505682053401,0,1,1
29027,64,0,0,0,1
29032,64,0,0,0,1
29033,64,0,0,0,3
29034,64,0.50394490210138,0,1,1
29041,21,0,1,0,1
29052,8,0,1,0,1
29055,47,0,1,0,1
29056,8,0,1,0,1
29057,64,0.400885397088005,0,1,1
29063,29,0.787235499454289,1,1,1
29064,1,0,1,0,4
29066,64,0.136887696566636,0,1,1
29072,64,0.0330079153274294,0,1,1
29073,26,0,1,0,2
29074,3,0,1,0,4
29076,64,0.0381264389766133,0,1,1
29082,17,0,1,0,1
29089,8,0,1,0,1
29094,29,0,1,0,1
29095,64,0.106570287259931,0,1,1
29098,42,0.0224427575387294,1,1,1
29101,16,0.0426215526941658,1,1,1
29109,64,0.0591583214069138,0,1,1
29110,50,0.0590598882598141,1,1,1
29111,64,0.118251020715761,0,1,1
29114,64,0.168386303638537,0,1,1
29116,54,0.122549268139114,1,1,1
29119,64,0,0,0,1
29120,19,0,1,0,1
29122,23,0,1,0,2
29123,44,0.0223771354406629,1,1,1
29124,64,0.0360921539365531,0,1,1
29127,64,0.00748091917957645,0,1,1
29130,64,0.0152243267514187,0,1,1
29133,64,0.269116224170553,0,1,1
29134,64,0,0,0,1
29143,43,0.311212800080187,1,1,1
29146,64,0,0,0,1
29150,22,0.0236239553039256,1,1,1
29151,20,0.0487244078143466,1,1,1
29152,64,0,0,0,1
29154,64,0.355245227882782,0,1,1
29155,64,0,0,0,1
29156,5,0,1,0,1
29157,64,0,0,0,1
29159,18,0.0546960187383945,1,1,1
29161,1,0,1,0,1
29163,64,0.129406777387059,0,1,1
29172,42,0,1,0,1
29178,21,0.10686558670123,1,1,1
29187,1,0,1,0,4
29189,23,0,1,0,1
29192,64,0.0360921539365531,0,1,1
29194,11,0.119300974284824,1,1,1
29199,64,0.0304486535028375,0,1,1
29206,64,0.256254292949527,0,1,1
29207,64,0.499810709923193,0,1,1
29209,12,0,1,0,3
29211,32,0,1,0,1
29214,64,0.0535804430712647,0,1,1
29215,64,0.122253968697815,0,1,1
29216,28,0,1,0,1
29217,64,0,0,0,1
29218,64,0.104240702778572,0,1,1
29219,15,0.00656220980664601,1,1,1
29221,64,0.456598558346429,0,1,1
29227,64,0,0,0,1
29228,27,0.0814042126514438,1,1,1
29232,10,0,1,0,1
29235,64,0.176064089112312,0,1,1
29237,64,0.224985363220858,0,1,1
29243,64,0.26380083422717,0,1,1
29245,7,0.427331102608788,1,1,1
29246,64,0,0,0,1
29249,46,0.210417257450104,1,1,2
29254,64,0.227052459309952,0,1,1
29256,64,0,0,0,1
29263,14,0.708029627088071,1,1,1
29264,64,0.0612254174960073,0,1,1
29265,48,0.210646934793337,1,1,1
29269,18,0,1,0,1
29270,64,0,0,0,2
29275,29,0,1,0,1
29276,1,0,1,0,1
29280,64,0.225740017348623,0,1,3
29283,1,0.689032029697831,1,1,1
29284,64,0.102993882915309,0,1,1
29285,64,0.0360921539365531,0,1,1
29292,29,0,1,0,1
29293,64,0,0,0,1
29298,5,0,1,0,1
29299,37,0.00265769497169163,1,1,1
29301,64,0.110179502653587,0,1,1
29318,62,0,1,0,1
29319,8,0,1,0,1
29321,64,0,0,0,1
29322,64,0,0,0,1
29324,29,0,1,0,1
29326,18,0,1,0,1
29327,40,0,1,0,1
29329,29,0.0335985142100276,1,1,1
29334,64,0.0573209026610529,0,1,1
29338,46,0.0544991524441951,1,1,1
29339,64,0.18416841822352,0,1,1
29342,8,0.900171130226667,1,1,1
29345,64,0,0,0,1
29352,64,0.0153883819965849,0,1,1
29353,64,0.0795667939055829,0,1,1
29356,15,0,1,0,1
29360,64,0,0,0,1
29361,64,0.0304486535028375,0,1,1
29366,64,0.127438114445066,0,1,1
29370,64,0,0,0,1
29371,4,0,1,0,4
29374,29,0,1,0,1
29375,64,0.178163996250439,0,1,1
29376,1,0,1,0,1
29377,29,0.0335985142100276,1,1,1
29381,19,0.142104653362919,1,1,1
29384,36,0.199294311827839,1,1,1
29385,5,0.0846525065057335,1,1,1
29387,2,0,1,0,2
29395,64,0.2223604792982,0,1,1
29404,32,0.0288409121002092,1,1,1
29408,64,0.233483424920465,0,1,1
29409,64,0.0314657960228676,0,1,1
29414,64,0,0,0,1
29415,50,0.124419497934008,1,1,1
29417,45,0.101648629904947,1,1,1
29420,10,0,1,0,3
29421,64,0,0,0,1
29427,15,0,1,0,1
29434,13,0.0753341685802962,1,1,1
29437,52,0.0280206358743785,1,1,1
29438,7,0,1,0,1
29442,64,0,0,0,1
29443,8,0,1,0,1
29445,64,0,0,0,1
29446,31,0.0120744660442287,1,1,1
29452,64,0.252054478673273,0,1,1
29456,56,0,1,0,1
29461,64,0.121991480305549,0,1,1
29465,19,0,1,0,1
29467,64,0.0152243267514187,0,1,1
29468,1,0.0656220980664601,1,1,4
29472,64,0.461388971505281,0,1,1
29473,7,0,1,0,1
29476,64,0.111196645173617,0,1,1
29482,64,0.0114510561125973,0,1,1
29484,64,0.400786963940905,0,1,1
29489,64,0,0,0,1
29494,64,0.274694102506202,0,1,1
29495,29,0.0335985142100276,1,1,2
29503,10,0,1,0,1
29506,64,0.134623734183343,0,1,1
29508,23,0.971371106628776,1,1,1
29519,17,0,1,0,1
29521,64,0,0,0,1
29523,64,0.109392037476789,0,1,3
29525,20,0.112705953429145,1,1,1
29527,8,0,1,0,2
29530,64,0,0,0,1
29534,10,0.0472479106078513,1,1,1
29536,64,0.0304486535028375,0,1,1
29545,12,0,1,0,1
29546,64,0.0387498489082447,0,1,1
29548,64,0.236928585068954,0,1,1
29549,64,0.0360921539365531,0,1,1
29550,64,0.0360921539365531,0,1,1
29553,64,0.0152243267514187,0,1,1
29554,33,0,1,0,1
29557,64,0.244048582709165,0,1,1
29558,64,0,0,0,1
29564,64,0.028808101051176,0,1,1
29565,64,0.274497236212003,0,1,1
29566,64,0,0,0,1
29572,64,0.0172914228405122,0,1,1
29573,64,0.0662455079980915,0,1,1
29575,64,0.134197190545911,0,1,1
29578,15,0,1,0,1
29580,64,0,0,0,1
29584,64,0.0304486535028375,0,1,1
29587,64,0,0,0,1
29589,64,0.379328537873173,0,1,1
29592,64,0.0410138112915376,0,1,1
29598,4,0.298843034594659,1,1,1
29602,37,0.0624394263102368,1,1,1
29606,4,0,1,0,4
29607,64,0,0,0,1
29609,55,0,1,0,1
29615,64,0.0489868962066125,0,1,1
29617,64,0.0591583214069138,0,1,1
29620,64,0,0,0,1
29623,29,0.050922748099573,1,1,1
29625,64,0.0857680821728634,0,1,1
29626,64,0.00101714252003013,0,1,1
29627,64,0.128356823817996,0,1,1
29635,34,0.0896069749097513,1,1,1
29637,64,0.220457438454273,0,1,1
29639,10,0,1,0,1
29640,64,0.0304486535028375,0,1,1
29641,57,0.0537444983164308,1,1,1
29644,64,0.127766224935398,0,1,1
29646,1,0,1,0,1
29652,64,0.309539436579492,0,1,1
29653,64,0.0560740827977902,0,1,1
29658,29,0.20762831828228,1,1,4
29660,64,0.087572689869691,0,1,1
29664,64,0,0,0,1
29665,64,0.112804386576245,0,1,1
29666,29,0.248904617966083,1,1,4
29669,64,0.115199593155671,0,1,3
29674,64,0.0304486535028375,0,1,2
29675,64,0,0,0,1
29676,29,0,1,0,1
29677,64,0.0311376855325353,0,1,1
29678,23,0.07202025262794,1,1,4
29681,10,0.0974488156286933,1,1,1
29685,50,0,1,0,1
29688,20,0,1,0,1
29694,29,0.0339266247003599,1,1,1
29702,8,0,1,0,1
29703,64,0.164088056215183,0,1,1
29704,1,15.4211930456181,1,1,1
29708,10,0.00656220980664601,1,1,2
29710,29,0,1,0,1
29711,64,0.635779697116899,0,1,1
29713,29,0.191354037961798,1,1,1
29718,46,0.0532851436299656,1,1,1
29723,64,0.0218521586561312,0,1,1
29724,64,0.286899812746564,0,1,1
29725,64,0.150274604572194,0,1,1
29727,64,0.158575799977601,0,1,1
29731,64,0.0746123255015651,0,1,1
29734,64,0.153260410034218,0,1,1
29738,64,0.0304486535028375,0,1,1
29740,35,1.01297551680291,1,1,1
29742,51,0.0190960305373399,1,1,1
29743,10,0.339725601690064,1,1,1
29745,13,0.0378639505843475,1,1,1
29753,49,0.213960850745693,1,1,1
29754,64,0.0304486535028375,0,1,1
29757,64,0.152702622200653,0,1,1
29759,64,0,0,0,1
29761,64,0.00154211930456181,0,1,1
29765,50,0.0787465176797521,1,1,3
29766,1,0,1,0,2
29770,14,0,1,0,1
29772,64,0,0,0,1
29774,64,0.0355343661029882,0,1,1
29775,64,0,0,0,1
29778,50,0.0785496513855528,1,1,1
29780,64,0.29011529555182,0,1,1
29781,12,0,1,0,1
29782,64,0.0919037483420774,0,1,1
29785,4,3.46504364420329,1,1,1
29788,64,0.0152243267514187,0,1,1
29790,24,0.0636206240754331,1,1,1
29795,11,0,1,0,1
29796,22,0.507685361691169,1,1,1
29798,64,0,0,0,1
29800,64,0.158608611026634,0,1,1
29804,17,0,1,0,1
29806,64,0,0,0,1
29809,64,0,0,0,1
29810,64,0,0,0,1
29813,8,0,1,0,1
29814,22,0,1,0,2
29815,32,0,1,0,1
29817,64,0.292215202689947,0,1,1
29820,64,0.103650103895974,0,1,1
29823,64,0.0899350854000836,0,1,1
29826,64,0.00154211930456181,0,1,1
29828,64,0,0,0,1
29831,64,0.0360921539365531,0,1,1
29832,4,0.738248603247676,1,1,1
29833,64,0,0,0,1
29838,64,0,0,0,1
29839,2,0.0328110490332301,1,1,1
29841,64,0.0579443125926843,0,1,1
29843,58,0.0337625694551937,1,1,1
29852,20,0,1,0,1
29854,64,0,0,0,1
29855,46,0.00636534351244663,1,1,1
29860,64,0,0,0,1
29864,2,0.536460651693311,1,1,2
29865,64,0,0,0,1
29869,64,0.0230661674703607,0,1,1
29873,44,0.0524976784531681,1,1,1
29878,32,0,1,0,1
29879,15,0,1,0,1
29883,64,0,0,0,1
29885,38,0.190304084392734,1,1,1
29888,18,0.874414456735581,1,1,1
29890,64,0.191157171667598,0,1,1
29891,64,0,0,0,1
29892,64,0,0,0,1
29896,63,0.0727749067557043,1,1,1
29899,15,0.187679200470076,1,1,1
29903,45,0,1,0,2
29905,64,0.101189275218481,0,1,1
29909,29,0,1,0,1
29918,17,0,1,0,1
29919,18,0,1,0,1
29921,64,0.196111640071616,0,1,1
29924,11,0.0921662367343432,1,1,1
29925,64,0.0360921539365531,0,1,1
29928,10,0.0656220980664601,1,1,3
29932,64,0.284373361971005,0,1,1
29933,64,0.24552507991566,0,1,1
29935,19,0,1,0,1
29937,37,0,1,0,1
29939,64,0.27863142839019,0,1,1
29942,64,0.324927818576077,0,1,1
29949,29,0,1,0,1
29951,64,0.0507586928544069,0,1,1
29953,64,0.493412555361714,0,1,1
29961,64,0.381362822913233,0,1,1
29964,64,0,0,0,1
29965,8,0,1,0,1
29969,64,0,0,0,1
29971,7,0.524287752501983,1,1,1
29983,64,0.0759247674628944,0,1,1
29986,64,0.123107055972679,0,1,1
29990,11,0,1,0,1
29995,32,0.00915428268027118,1,1,1
30001,64,0.0411778665367037,0,1,1
30004,11,0,1,0,1
30007,29,0,1,0,1
30010,64,0.0872445793793587,0,1,1
30011,64,0.0714624647943751,0,1,1
30012,56,0.115462081547937,1,1,1
30013,58,0.302649116282514,1,1,1
30015,47,0.142301519657119,1,1,1
30021,64,0,0,0,1
30025,29,0,1,0,1
30029,64,0.293986999337741,0,1,1
30032,64,0,0,0,1
30034,64,0.377556741225378,0,1,1
30036,12,0.0136822074468569,1,1,1
30039,30,0,1,0,1
30040,28,0.0469854222155854,1,1,1
30041,4,0,1,0,1
30046,38,0.255335583576596,1,1,1
30048,64,0.0314657960228676,0,1,1
30051,9,0,1,0,1
30058,10,0.923499786089293,1,1,1
30060,64,0.0466901227742864,0,1,1
30062,34,0.0876711230167907,1,1,1
30067,28,0.0264128944717502,1,1,1
30068,42,0.233056881283033,1,1,1
30071,64,0,0,0,1
30074,13,0,1,0,1
30077,26,0.530029686082798,1,1,1
30083,64,0.0835041197895705,0,1,1
30087,64,0,0,0,1
30093,64,0.0242801762845902,0,1,1
30098,2,0,1,0,1
30109,64,0,0,0,1
30115,64,0,0,0,1
30121,64,0,0,0,1
30122,64,0.0360921539365531,0,1,1
30124,64,0,0,0,1
30128,64,0.0376342732411149,0,1,1
30133,49,0.247296876563455,1,1,3
30135,11,0,1,0,1
30150,64,0.0360921539365531,0,1,1
30160,24,0,1,0,2
30162,64,0.0461979570387879,0,1,1
30168,18,0,1,0,1
30170,64,0.09213342568531,0,1,1
30177,4,0,1,0,1
30182,60,0.0333032147687285,1,1,1
30184,64,0,0,0,1
30185,23,0,1,0,1
30192,64,0.00843243960154012,0,1,1
30193,59,0.210482879548171,1,1,1
30196,21,0.0187351089979744,1,1,1
30199,64,0,0,0,1
30205,8,0,1,0,1
30212,23,0.0894429196645851,1,1,2
30218,64,0,0,0,1
30226,64,0,0,0,1
30228,64,0,0,0,1
30233,64,0,0,0,1
30235,64,0.12077747149132,0,1,1
30236,64,0.0360921539365531,0,1,1
30237,36,0.288245065756926,1,1,1
30239,64,0,0,0,1
30240,3,0,1,0,4
30251,64,0.487047211849267,0,1,1
30254,64,0.0360921539365531,0,1,1
30255,64,0,0,0,1
30257,64,0.0847837507018665,0,1,1
30260,23,0.171175242806361,1,1,1
30264,64,0,0,0,1
30267,64,0.0494790619421109,0,1,1
30272,64,0.28798257736466,0,1,1
30276,64,0.0957754521279985,0,1,1
30277,61,0.00321548280525655,1,1,2
30280,15,0.138331382724098,1,1,1
30281,64,0.363808911680455,0,1,1
30284,64,0,0,0,1
30289,64,0.0301861651105716,0,1,1
30290,38,0.033664136308094,1,1,1
30292,6,0.0109260793280656,1,1,1
30293,64,0.0756950901196617,0,1,1
30294,64,0.0360921539365531,0,1,1
30298,1,0,1,0,2
30300,64,0,0,0,1
30301,51,0.125469451503072,1,1,1
30303,64,0.255696505115962,0,1,1
30306,64,0.0727092846576378,0,1,1
30309,10,0.0974488156286933,1,1,1
30310,29,0,1,0,1
30311,64,0.0801902038372143,0,1,1
30317,14,0.697037925661939,1,1,1
30322,53,0.036945241211417,1,1,1
30325,64,0,0,0,1
30329,19,0,1,0,1
30330,64,0.00456073581561898,0,1,1
30332,64,0.23830664912835,0,1,1
30333,48,0,1,0,1
30336,64,0.125469451503072,0,1,1
30338,64,0,0,0,1
30339,64,0.0548600739835607,0,1,1
30341,15,0,1,0,2
30347,29,0,1,0,1
30349,4,1.23041433874613,1,1,2
30353,64,0.133770646908479,0,1,1
30357,40,0.0733326945892692,1,1,1
30358,3,0,1,0,4
30359,64,0,0,0,1
30360,64,0.0594208097991796,0,1,1
30364,64,0,0,0,1
30365,55,0.0539413646106302,1,1,1
30366,54,0.140956266646756,1,1,1
30367,64,0.0112870008674311,0,1,1
30370,6,0,1,0,1
30371,1,23.3953607253111,1,1,1
30374,7,0,1,0,1
30376,64,0.100729920532016,0,1,1
30383,64,0.0152243267514187,0,1,1
30386,64,0.030514275600904,0,1,1
30387,64,0,0,0,1
30388,64,0.0537773093654641,0,1,1
30391,15,0.0454761139600569,1,1,1
30393,64,0.133147236976848,0,1,1
30396,64,0.0838322302799028,0,1,1
30398,64,0.010696401984833,0,1,1
30399,35,0.112213787693647,1,1,1
30400,64,0.542005718979927,0,1,1
30405,64,0.0437371283612957,0,1,1
30406,26,0.12606005038567,1,1,1
30410,64,0.0868180357419267,0,1,1
30414,8,0,1,0,1
30421,64,0,0,0,1
30428,10,0,1,0,1
30429,64,0,0,0,1
30431,4,0.730866117215199,1,1,1
30432,29,0.319842105975927,1,1,1
30435,64,0.294446354024206,0,1,1
30436,64,0.195685096434184,0,1,1
30438,10,0.157296169065305,1,1,1
30441,64,0.128947422700594,0,1,1
30443,64,0.0304486535028375,0,1,1
30445,64,0,0,0,1
30450,64,0.113591851753042,0,1,1
30457,11,0,1,0,1
30458,64,0,0,0,1
30459,57,0.0170945565463129,1,1,1
30461,64,0.180132659192433,0,1,1
